Id,Label,year,length,file
2023-11-24_2124.txt,"Israel-Hamas war: List of key events, day 49",2023,13,data_in/articles\2023-11-24_2124.txt
2023-10-27_2810.txt,"Israel-Hamas war: List of key events, day 21",2023,9,data_in/articles\2023-10-27_2810.txt
2023-10-28_2776.txt,"Israel-Hamas war: List of key events, day 22",2023,9,data_in/articles\2023-10-28_2776.txt
2023-10-19_3010.txt,"Israel-Hamas war: List of key events, day 13",2023,9,data_in/articles\2023-10-19_3010.txt
2023-11-09_2469.txt,"Israel-Hamas war: List of key events, day 34",2023,9,data_in/articles\2023-11-09_2469.txt
2023-10-23_2913.txt,"Israel-Hamas war: List of key events, day 17",2023,9,data_in/articles\2023-10-23_2913.txt
2023-10-14_3134.txt,"Israel-Hamas war: List of key events, day 8",2023,9,data_in/articles\2023-10-14_3134.txt
2023-10-30_2733.txt,"Israel-Hamas war: List of key events, day 24",2023,9,data_in/articles\2023-10-30_2733.txt
2023-11-20_2218.txt,"Israel-Hamas war: List of key events, day 45",2023,9,data_in/articles\2023-11-20_2218.txt
2023-11-13_2373.txt,"Israel-Hamas war: List of key events, day 38",2023,9,data_in/articles\2023-11-13_2373.txt
2023-11-22_2173.txt,"Israel-Hamas war: List of key events, day 47",2023,17,data_in/articles\2023-11-22_2173.txt
2023-11-16_2301.txt,"Israel-Hamas war: List of key events, day 41",2023,9,data_in/articles\2023-11-16_2301.txt
2023-11-21_2192.txt,"Israel-Hamas war: List of key events, day 46",2023,9,data_in/articles\2023-11-21_2192.txt
2023-10-10_3253.txt,"Israel and Hamas war: List of key events, day 4 after surprise attack",2023,9,data_in/articles\2023-10-10_3253.txt
2023-11-14_2349.txt,"Israel-Hamas war: List of key events, day 39",2023,9,data_in/articles\2023-11-14_2349.txt
2023-11-12_2389.txt,"Israel-Hamas war: List of key events, day 37",2023,9,data_in/articles\2023-11-12_2389.txt
2023-10-24_2887.txt,"Israel-Hamas war: List of key events, day 18",2023,9,data_in/articles\2023-10-24_2887.txt
2023-11-17_2269.txt,"Israel-Hamas war: List of key events, day 42",2023,18,data_in/articles\2023-11-17_2269.txt
2023-10-18_3040.txt,"Israel-Hamas war: List of key events, day 12",2023,9,data_in/articles\2023-10-18_3040.txt
2023-10-31_2703.txt,"Israel-Hamas war: List of key events, day 25",2023,9,data_in/articles\2023-10-31_2703.txt
2023-10-26_2839.txt,"Israel-Hamas war: List of key events, day 20",2023,9,data_in/articles\2023-10-26_2839.txt
2023-10-17_3067.txt,"Israel-Hamas war: List of key events, day 11",2023,9,data_in/articles\2023-10-17_3067.txt
2023-11-10_2439.txt,"Israel-Hamas war: List of key events, day 35",2023,9,data_in/articles\2023-11-10_2439.txt
2023-11-15_2325.txt,"Israel-Hamas war: List of key events, day 40",2023,9,data_in/articles\2023-11-15_2325.txt
2023-10-21_2952.txt,"Russia-Ukraine war: List of key events, day 605",2023,9,data_in/articles\2023-10-21_2952.txt
2023-10-12_3205.txt,"Israel-Hamas war: List of key events, day 6",2023,39,data_in/articles\2023-10-12_3205.txt
2023-10-11_3228.txt,"Israel-Hamas war: List of key events, day 5",2023,57,data_in/articles\2023-10-11_3228.txt
2023-11-29_2032.txt,"Israel-Hamas war: List of key events, day 54",2023,50,data_in/articles\2023-11-29_2032.txt
2023-12-05_1926.txt,"Israel-Hamas war: List of key events, day 60",2023,9,data_in/articles\2023-12-05_1926.txt
2023-12-04_1939.txt,"Israel-Hamas war: List of key events, day 59",2023,13,data_in/articles\2023-12-04_1939.txt
2023-12-07_1887.txt,"Israel-Hamas war: List of key events, day 62",2023,9,data_in/articles\2023-12-07_1887.txt
2023-12-06_1903.txt,"Israel-Hamas war: List of key events, day 61",2023,9,data_in/articles\2023-12-06_1903.txt
2023-12-08_1870.txt,"Israel-Hamas war: List of key events, day 63",2023,9,data_in/articles\2023-12-08_1870.txt
2023-12-09_1850.txt,"Israel-Hamas war: List of key events, day 64",2023,9,data_in/articles\2023-12-09_1850.txt
2023-12-14_1769.txt,"Israel-Hamas war: List of key events, day 69",2023,9,data_in/articles\2023-12-14_1769.txt
2023-12-16_1730.txt,"Israel-Hamas war: List of key events, day 71",2023,9,data_in/articles\2023-12-16_1730.txt
2023-12-13_1786.txt,"Israel-Hamas war: List of key events, day 68",2023,9,data_in/articles\2023-12-13_1786.txt
2023-12-11_1819.txt,"Israel-Hamas war: List of key events, day 66",2023,9,data_in/articles\2023-12-11_1819.txt
2023-12-12_1802.txt,"Israel-Hamas war: List of key events, day 67",2023,9,data_in/articles\2023-12-12_1802.txt
2023-12-17_1711.txt,"Israel-Hamas war: List of key events, day 72",2023,9,data_in/articles\2023-12-17_1711.txt
2023-12-15_1750.txt,"Israel-Hamas war: List of key events, day 70",2023,9,data_in/articles\2023-12-15_1750.txt
2023-12-18_1701.txt,"Israel-Hamas war: List of key events, day 73",2023,9,data_in/articles\2023-12-18_1701.txt
2023-12-23_1638.txt,"Israel-Hamas war: List of key events, day 78",2023,9,data_in/articles\2023-12-23_1638.txt
2023-12-19_1690.txt,"Israel-Hamas war: List of key events, day 74",2023,9,data_in/articles\2023-12-19_1690.txt
2023-12-24_1625.txt,"Israel-Hamas war: List of key events, day 79",2023,9,data_in/articles\2023-12-24_1625.txt
2023-12-20_1679.txt,"Israel-Hamas war: List of key events, day 75",2023,9,data_in/articles\2023-12-20_1679.txt
2023-12-25_1615.txt,"Israel-Hamas war: List of key events, day 80",2023,9,data_in/articles\2023-12-25_1615.txt
2023-12-21_1667.txt,"Israel-Hamas war: List of key events, day 76",2023,9,data_in/articles\2023-12-21_1667.txt
2023-12-22_1650.txt,"Israel-Hamas war: List of key events, day 77",2023,9,data_in/articles\2023-12-22_1650.txt
2023-12-27_1589.txt,"Israel-Hamas war: List of key events, day 82",2023,62,data_in/articles\2023-12-27_1589.txt
2023-12-26_1600.txt,"Israel-Hamas war: List of key events, day 81",2023,66,data_in/articles\2023-12-26_1600.txt
2023-12-28_1576.txt,"Israel-Hamas war: List of key events, day 83",2023,62,data_in/articles\2023-12-28_1576.txt
2023-12-29_1566.txt,"Israel-Hamas war: List of key events, day 84",2023,67,data_in/articles\2023-12-29_1566.txt
2023-11-25_2100.txt,Israel vs Hamas: Battle for narrative supremacy,2023,167,data_in/articles\2023-11-25_2100.txt
2023-12-30_1559.txt,"Israel-Hamas war: List of key events, day 85",2023,9,data_in/articles\2023-12-30_1559.txt
2024-01-27_1257.txt,"Israel’s war on Gaza: List of key events, day 113",2024,9,data_in/articles\2024-01-27_1257.txt
2024-01-25_1284.txt,"Israel’s war on Gaza: List of key events, day 111",2024,9,data_in/articles\2024-01-25_1284.txt
2024-01-18_1360.txt,"Israel’s war on Gaza: List of key events, day 104",2024,9,data_in/articles\2024-01-18_1360.txt
2024-02-27_934.txt,"Israel’s war on Gaza: List of key events, day 144",2024,9,data_in/articles\2024-02-27_934.txt
2024-01-30_1226.txt,"Israel’s war on Gaza: List of key events, day 116",2024,9,data_in/articles\2024-01-30_1226.txt
2024-01-11_1444.txt,"Israel’s war on Gaza: List of key events, day 97",2024,9,data_in/articles\2024-01-11_1444.txt
2024-01-16_1382.txt,"Israel’s war on Gaza: List of key events, day 102",2024,9,data_in/articles\2024-01-16_1382.txt
2024-03-26_254.txt,"Israel’s war on Gaza: List of key events, day 172",2024,9,data_in/articles\2024-03-26_254.txt
2024-03-11_390.txt,"Is­rael’s war on Gaza: List of key events, day 157",2024,9,data_in/articles\2024-03-11_390.txt
2024-03-18_330.txt,"Is­rael’s war on Gaza: List of key events, day 164",2024,9,data_in/articles\2024-03-18_330.txt
2024-01-15_1394.txt,"Israel’s war on Gaza: List of key events, day 101",2024,9,data_in/articles\2024-01-15_1394.txt
2024-02-22_989.txt,"Israel’s war on Gaza: List of key events, day 139",2024,9,data_in/articles\2024-02-22_989.txt
2024-03-01_894.txt,"Israel’s war on Gaza: List of key events, day 147",2024,9,data_in/articles\2024-03-01_894.txt
2024-02-23_977.txt,"Israel’s war on Gaza: List of key events, day 140",2024,9,data_in/articles\2024-02-23_977.txt
2024-02-14_1091.txt,"Israel’s war on Gaza: List of key events, day 131",2024,9,data_in/articles\2024-02-14_1091.txt
2024-01-19_1351.txt,"Israel’s war on Gaza: List of key events, day 105",2024,9,data_in/articles\2024-01-19_1351.txt
2024-03-16_343.txt,"Is­rael’s war on Gaza: List of key events, day 162",2024,9,data_in/articles\2024-03-16_343.txt
2024-02-25_957.txt,"Israel’s war on Gaza: List of key events, day 142",2024,9,data_in/articles\2024-02-25_957.txt
2024-01-21_1329.txt,"Israel’s war on Gaza: List of key events, day 107",2024,9,data_in/articles\2024-01-21_1329.txt
2024-01-29_1237.txt,"Israel’s war on Gaza: List of key events, day 115",2024,9,data_in/articles\2024-01-29_1237.txt
2024-01-14_1405.txt,"Israel’s war on Gaza: List of key events, day 100",2024,9,data_in/articles\2024-01-14_1405.txt
2024-02-18_1049.txt,"Israel’s war on Gaza: List of key events, day 135",2024,9,data_in/articles\2024-02-18_1049.txt
2024-03-27_246.txt,"Israel’s war on Gaza: List of key events, day 173",2024,9,data_in/articles\2024-03-27_246.txt
2024-01-22_1317.txt,"Israel’s war on Gaza: List of key events, day 108",2024,9,data_in/articles\2024-01-22_1317.txt
2024-01-31_1221.txt,"Israel’s war on Gaza: List of key events, day 117",2024,9,data_in/articles\2024-01-31_1221.txt
2024-01-17_1370.txt,"Israel’s war on Gaza: List of key events, day 103",2024,9,data_in/articles\2024-01-17_1370.txt
2024-03-02_885.txt,"Israel’s war on Gaza: List of key events, day 148",2024,9,data_in/articles\2024-03-02_885.txt
2024-01-26_1275.txt,"Israel’s war on Gaza: List of key events, day 112",2024,9,data_in/articles\2024-01-26_1275.txt
2024-03-09_810.txt,"Israel’s war on Gaza: List of key events, day 155",2024,9,data_in/articles\2024-03-09_810.txt
2024-03-07_832.txt,"Israel’s war on Gaza: List of key events, day 153",2024,9,data_in/articles\2024-03-07_832.txt
2024-03-08_819.txt,"Israel’s war on Gaza: List of key events, day 154",2024,9,data_in/articles\2024-03-08_819.txt
2024-03-05_856.txt,"Israel’s war on Gaza: List of key events, day 151",2024,9,data_in/articles\2024-03-05_856.txt
2024-03-06_846.txt,"Israel’s war on Gaza: List of key events, day 152",2024,9,data_in/articles\2024-03-06_846.txt
2024-03-30_214.txt,"Israel’s war on Gaza: List of key events, day 176",2024,9,data_in/articles\2024-03-30_214.txt
2024-02-19_1031.txt,"Israel’s war on Gaza: List of key events, day 136",2024,9,data_in/articles\2024-02-19_1031.txt
2024-02-01_1211.txt,"Israel’s war on Gaza: List of key events, day 118",2024,9,data_in/articles\2024-02-01_1211.txt
2024-02-03_1189.txt,"Israel’s war on Gaza: List of key events, day 120",2024,9,data_in/articles\2024-02-03_1189.txt
2024-02-05_1175.txt,"Israel’s war on Gaza: List of key events, day 122",2024,9,data_in/articles\2024-02-05_1175.txt
2024-02-02_1201.txt,"Israel’s war on Gaza: List of key events, day 119",2024,9,data_in/articles\2024-02-02_1201.txt
2024-02-06_1170.txt,"Israel’s war on Gaza: List of key events, day 123",2024,9,data_in/articles\2024-02-06_1170.txt
2024-02-07_1162.txt,"Israel’s war on Gaza: List of key events, day 124",2024,9,data_in/articles\2024-02-07_1162.txt
2024-01-04_1505.txt,"Israel’s war on Gaza: List of key events, day 90",2024,9,data_in/articles\2024-01-04_1505.txt
2024-01-06_1490.txt,"Israel’s war on Gaza: List of key events, day 92",2024,9,data_in/articles\2024-01-06_1490.txt
2024-01-23_1304.txt,"Israel’s war on Gaza: List of key events, day 109",2024,9,data_in/articles\2024-01-23_1304.txt
2024-01-20_1339.txt,"Israel’s war on Gaza: List of key events, day 106",2024,9,data_in/articles\2024-01-20_1339.txt
2024-02-20_1012.txt,"Israel’s war on Gaza: List of key events, day 137",2024,9,data_in/articles\2024-02-20_1012.txt
2024-03-17_334.txt,"Is­rael’s war on Gaza: List of key events, day 163",2024,9,data_in/articles\2024-03-17_334.txt
2024-02-04_1183.txt,"Israel’s war on Gaza: List of key events, day 121",2024,9,data_in/articles\2024-02-04_1183.txt
2024-02-12_1118.txt,"Israel’s war on Gaza: List of key events, day 129",2024,9,data_in/articles\2024-02-12_1118.txt
2024-01-12_1429.txt,"Israel’s war on Gaza: List of key events, day 98",2024,9,data_in/articles\2024-01-12_1429.txt
2024-01-13_1413.txt,"Israel’s war on Gaza: List of key events, day 99",2024,9,data_in/articles\2024-01-13_1413.txt
2024-01-07_1480.txt,"Israel’s war on Gaza: List of key events, day 93",2024,9,data_in/articles\2024-01-07_1480.txt
2024-01-10_1456.txt,"Israel’s war on Gaza: List of key events, day 96",2024,9,data_in/articles\2024-01-10_1456.txt
2024-03-28_234.txt,"Israel’s war on Gaza: List of key events, day 174",2024,9,data_in/articles\2024-03-28_234.txt
2024-02-28_919.txt,"Israel’s war on Gaza: List of key events, day 145",2024,9,data_in/articles\2024-02-28_919.txt
2024-01-24_1295.txt,"Israel’s war on Gaza: List of key events, day 110",2024,9,data_in/articles\2024-01-24_1295.txt
2024-01-28_1248.txt,"Israel’s war on Gaza: List of key events, day 114",2024,9,data_in/articles\2024-01-28_1248.txt
2024-03-10_399.txt,"Is­rael’s war on Gaza: List of key events, day 156",2024,9,data_in/articles\2024-03-10_399.txt
2024-02-26_946.txt,"Israel’s war on Gaza: List of key events, day 143",2024,9,data_in/articles\2024-02-26_946.txt
2024-02-24_965.txt,"Israel’s war on Gaza: List of key events, day 141",2024,9,data_in/articles\2024-02-24_965.txt
2024-03-21_300.txt,"Is­rael’s war on Gaza: List of key events, day 167",2024,9,data_in/articles\2024-03-21_300.txt
2024-03-23_277.txt,"Is­rael’s war on Gaza: List of key events, day 169",2024,9,data_in/articles\2024-03-23_277.txt
2024-03-14_358.txt,"Is­rael’s war on Gaza: List of key events, day 160",2024,9,data_in/articles\2024-03-14_358.txt
2024-02-15_1072.txt,"Israel’s war on Gaza: List of key events, day 132",2024,13,data_in/articles\2024-02-15_1072.txt
2024-03-22_285.txt,"Is­rael’s war on Gaza: List of key events, day 168",2024,9,data_in/articles\2024-03-22_285.txt
2024-03-12_380.txt,"Is­rael’s war on Gaza: List of key events, day 158",2024,9,data_in/articles\2024-03-12_380.txt
2024-03-25_265.txt,"Is­rael’s war on Gaza: List of key events, day 171",2024,9,data_in/articles\2024-03-25_265.txt
2024-02-21_1004.txt,"Israel’s war on Gaza: List of key events, day 138",2024,64,data_in/articles\2024-02-21_1004.txt
2024-03-24_272.txt,"Is­rael’s war on Gaza: List of key events, day 170",2024,9,data_in/articles\2024-03-24_272.txt
2024-03-29_220.txt,"Israel’s war on Gaza: List of key events, day 175",2024,9,data_in/articles\2024-03-29_220.txt
2024-01-02_1532.txt,"Israel’s war on Gaza: List of key events, day 88",2024,114,data_in/articles\2024-01-02_1532.txt
2024-02-16_1067.txt,"Israel’s war on Gaza: List of key events, day 133",2024,54,data_in/articles\2024-02-16_1067.txt
2024-01-03_1520.txt,"Israel’s war on Gaza: List of key events, day 89",2024,81,data_in/articles\2024-01-03_1520.txt
2024-03-13_367.txt,"Is­rael’s war on Gaza: List of key events, day 159",2024,65,data_in/articles\2024-03-13_367.txt
2024-02-29_907.txt,"Israel’s war on Gaza: List of key events, day 146",2024,42,data_in/articles\2024-02-29_907.txt
2024-01-09_1465.txt,"Israel’s war on Gaza: List of key events, day 95",2024,66,data_in/articles\2024-01-09_1465.txt
2024-03-15_349.txt,"Is­rael’s war on Gaza: List of key events, day 161",2024,49,data_in/articles\2024-03-15_349.txt
2024-01-01_1540.txt,"Israel’s war on Gaza: List of key events, day 87",2024,66,data_in/articles\2024-01-01_1540.txt
2024-01-05_1499.txt,"Israel’s war on Gaza: List of key events, day 91",2024,61,data_in/articles\2024-01-05_1499.txt
2024-03-20_311.txt,"Is­rael’s war on Gaza: List of key events, day 166",2024,55,data_in/articles\2024-03-20_311.txt
2024-02-08_1154.txt,"Israel’s war on Gaza: List of key events, day 125",2024,43,data_in/articles\2024-02-08_1154.txt
2024-01-08_1472.txt,"Israel’s war on Gaza: List of key events, day 94",2024,112,data_in/articles\2024-01-08_1472.txt
2024-03-19_320.txt,"Is­rael’s war on Gaza: List of key events, day 165",2024,55,data_in/articles\2024-03-19_320.txt
2024-02-13_1107.txt,"Israel’s war on Gaza: List of key events, day 130",2024,59,data_in/articles\2024-02-13_1107.txt
2023-12-31_1544.txt,"Israel-Hamas war: List of key events, day 86",2023,54,data_in/articles\2023-12-31_1544.txt
2024-04-04_153.txt,"Israel’s war on Gaza: List of key events, day 181",2024,9,data_in/articles\2024-04-04_153.txt
2024-03-31_203.txt,"Israel’s war on Gaza: List of key events, day 177",2024,9,data_in/articles\2024-03-31_203.txt
2024-04-08_101.txt,"Israel’s war on Gaza: List of key events, day 185",2024,9,data_in/articles\2024-04-08_101.txt
2024-04-10_81.txt,"Israel’s war on Gaza: List of key events, day 187",2024,19,data_in/articles\2024-04-10_81.txt
2024-04-01_194.txt,"Israel’s war on Gaza: List of key events, day 178",2024,41,data_in/articles\2024-04-01_194.txt
2024-04-07_116.txt,"Israel’s war on Gaza: List of key events, day 184",2024,9,data_in/articles\2024-04-07_116.txt
2024-04-06_125.txt,"Israel’s war on Gaza: List of key events, day 183",2024,9,data_in/articles\2024-04-06_125.txt
2024-04-03_163.txt,"Israel’s war on Gaza: List of key events, day 180",2024,64,data_in/articles\2024-04-03_163.txt
2024-04-05_140.txt,"Israel’s war on Gaza: List of key events, day 182",2024,28,data_in/articles\2024-04-05_140.txt
2024-04-16_23.txt,"Israel’s war on Gaza: List of key events, day 193",2024,9,data_in/articles\2024-04-16_23.txt
2024-04-11_71.txt,"Israel’s war on Gaza: List of key events, day 188",2024,9,data_in/articles\2024-04-11_71.txt
2024-04-15_33.txt,"Israel’s war on Gaza: List of key events, day 192",2024,9,data_in/articles\2024-04-15_33.txt
2024-04-09_90.txt,"Israel’s war on Gaza: List of key events, day 186",2024,106,data_in/articles\2024-04-09_90.txt
2024-04-02_178.txt,"Israel’s war on Gaza: List of key events, day 179",2024,52,data_in/articles\2024-04-02_178.txt
2024-04-12_63.txt,"Israel’s war on Gaza: List of key events, day 189",2024,168,data_in/articles\2024-04-12_63.txt
2024-04-13_51.txt,"Israel’s war on Gaza: List of key events, day 190",2024,84,data_in/articles\2024-04-13_51.txt
2024-03-17_338.txt,Israel’s war on Gaza updates: Rafah invasion to be ‘avoided at all costs’,2024,19,data_in/articles\2024-03-17_338.txt
2024-03-16_344.txt,Israel’s war on Gaza updates: ‘Humanitarian catastrophe’ must not escalate,2024,19,data_in/articles\2024-03-16_344.txt
2024-03-22_289.txt,"Israel’s war on Gaza updates: Russia, China veto US resolution on Gaza",2024,19,data_in/articles\2024-03-22_289.txt
2024-03-20_313.txt,Israel’s war on Gaza updates: Israel ‘negative’ on Hamas truce proposal,2024,19,data_in/articles\2024-03-20_313.txt
2024-03-12_381.txt,Israel’s war on Gaza updates: ‘This war is a war on children’ – UN,2024,19,data_in/articles\2024-03-12_381.txt
2024-02-11_1133.txt,Israel’s war on Gaza updates: Hamas says Rafah assault would end talks,2024,20,data_in/articles\2024-02-11_1133.txt
2024-02-27_937.txt,Israel’s war on Gaza updates: Looming famine could ‘kill thousands’ in days,2024,18,data_in/articles\2024-02-27_937.txt
2024-03-07_834.txt,Israel’s war on Gaza live: US to build port as Israel blocks aid via roads,2024,19,data_in/articles\2024-03-07_834.txt
2024-03-06_847.txt,Israel’s war on Gaza updates: South Africa asks ICJ to prevent famine,2024,19,data_in/articles\2024-03-06_847.txt
2024-01-06_1492.txt,Israel war on Gaza updates: Children dying ‘in every possible way’,2024,6,data_in/articles\2024-01-06_1492.txt
2024-01-07_1481.txt,Israel war on Gaza updates: Condemnation after Israel kills 2 journalists,2024,6,data_in/articles\2024-01-07_1481.txt
2024-03-04_866.txt,Israel’s war on Gaza updates: Sexual violence no excuse for more violence,2024,19,data_in/articles\2024-03-04_866.txt
2024-02-29_908.txt,Israel’s war on Gaza updates: ‘Life draining out of Gaza’-UN on aid attack,2024,18,data_in/articles\2024-02-29_908.txt
2024-03-03_874.txt,Israel’s war on Gaza updates: Israel again attacks aid seekers in Gaza City,2024,19,data_in/articles\2024-03-03_874.txt
2024-02-28_923.txt,Israel’s war on Gaza updates: 6 children die of malnutrition in north Gaza,2024,18,data_in/articles\2024-02-28_923.txt
2024-03-21_301.txt,Israel’s war on Gaza updates: ‘Rafah is Gaza’s last hope’ – UNICEF,2024,20,data_in/articles\2024-03-21_301.txt
2024-03-05_859.txt,Israel’s war on Gaza updates: Israel kills three as US envoy visits Beirut,2024,19,data_in/articles\2024-03-05_859.txt
2024-03-14_359.txt,Israel’s war on Gaza updates: At least 21 killed in attack on aid seekers,2024,6,data_in/articles\2024-03-14_359.txt
2024-03-01_899.txt,Israel’s war on Gaza updates: Biden says US will air drop aid to enclave,2024,18,data_in/articles\2024-03-01_899.txt
2024-03-15_353.txt,Israel’s war on Gaza updates: Hamas puts forth proposal aimed at ending war,2024,6,data_in/articles\2024-03-15_353.txt
2024-02-12_1123.txt,Israel’s war on Gaza updates: Calls to stave off Rafah offensive grow,2024,20,data_in/articles\2024-02-12_1123.txt
2024-03-19_321.txt,Israel’s war on Gaza updates: 23 killed in air strikes on food-aid workers,2024,6,data_in/articles\2024-03-19_321.txt
2024-03-23_278.txt,Israel’s war on Gaza updates: UN chief says blocked aid a ‘moral outrage’,2024,19,data_in/articles\2024-03-23_278.txt
2024-03-25_267.txt,Israel’s war on Gaza updates: UN expert reports on genocidal acts in Gaza,2024,19,data_in/articles\2024-03-25_267.txt
2024-03-26_257.txt,Israel’s war on Gaza updates: Israel says Hamas chief killed on March 10,2024,19,data_in/articles\2024-03-26_257.txt
2024-03-27_248.txt,Israel’s war on Gaza updates: Ceasefire hopes ‘drowned out by bombs’,2024,19,data_in/articles\2024-03-27_248.txt
2024-03-28_237.txt,Israel’s war on Gaza updates: ICJ again orders Israel to ensure aid to Gaza,2024,19,data_in/articles\2024-03-28_237.txt
2024-03-30_616.txt,Israel’s war on Gaza updates: Ceasefire talks to resume in Egypt,2024,19,data_in/articles\2024-03-30_616.txt
2024-03-29_225.txt,Israel’s war on Gaza updates: Deadly strike on centre housing displaced,2024,19,data_in/articles\2024-03-29_225.txt
2024-04-03_165.txt,Israel’s war on Gaza updates: 6 months of war sees children deprived of aid,2024,19,data_in/articles\2024-04-03_165.txt
2024-03-31_207.txt,Israel’s war on Gaza updates: Israeli army says Hezbollah commander killed,2024,19,data_in/articles\2024-03-31_207.txt
2024-04-02_184.txt,Israel’s war on Gaza updates: Aid workers killed amid ‘man-made famine’,2024,19,data_in/articles\2024-04-02_184.txt
2024-04-01_196.txt,Israel’s war on Gaza updates: New Israeli law paves way for Al Jazeera ban,2024,19,data_in/articles\2024-04-01_196.txt
2024-04-04_157.txt,Israel’s war on Gaza updates: Biden threatens policy change on Gaza,2024,19,data_in/articles\2024-04-04_157.txt
2024-04-07_120.txt,Israel’s war on Gaza updates: Israel says troops moved for new operations,2024,19,data_in/articles\2024-04-07_120.txt
2024-04-05_143.txt,Israel’s war on Gaza updates: ‘Scattered measures’ for Gaza aid not enough,2024,19,data_in/articles\2024-04-05_143.txt
2024-04-06_126.txt,Israel’s war on Gaza updates: Hamas sending team to Egypt ceasefire talks,2024,19,data_in/articles\2024-04-06_126.txt
2024-04-08_107.txt,Israel’s war on Gaza updates: Netanyahu says date set for Rafah offensive,2024,19,data_in/articles\2024-04-08_107.txt
2023-11-02_2655.txt,Israel-Hamas war updates: Israel says its forces surround Gaza City,2023,12,data_in/articles\2023-11-02_2655.txt
2024-01-12_1431.txt,ICJ updates: Israel’s response to South Africa’s genocide case,2024,17,data_in/articles\2024-01-12_1431.txt
2024-04-08_103.txt,ICJ updates: Nicaragua’s case against Germany over Israel’s war on Gaza,2024,6,data_in/articles\2024-04-08_103.txt
2024-04-09_94.txt,"Israel’s war on Gaza updates: Israel blocked half of March food convoys, UN",2024,19,data_in/articles\2024-04-09_94.txt
2024-04-12_65.txt,Israel’s war on Gaza updates: One dead as settlers rampage in West Bank,2024,12,data_in/articles\2024-04-12_65.txt
2024-04-11_73.txt,"Israel’s war on Gaza updates: Famine already in north Gaza, says US",2024,12,data_in/articles\2024-04-11_73.txt
2024-04-16_25.txt,Israel’s war on Gaza updates: Israeli attack on Gaza police vehicle kills 9,2024,19,data_in/articles\2024-04-16_25.txt
2024-04-15_35.txt,Israel’s war on Gaza updates: New mass grave found at al-Shifa Hospital,2024,19,data_in/articles\2024-04-15_35.txt
2024-04-13_54.txt,"Israel’s war on Gaza updates: Iran sends drones, missiles towards Israel",2024,12,data_in/articles\2024-04-13_54.txt
2024-04-10_83.txt,Israel’s war on Gaza updates: Hamas chief’s sons killed in Israeli attack,2024,18,data_in/articles\2024-04-10_83.txt
2023-10-13_3174.txt,Israel-Hamas updates: Thousands flee as Israel starts ground raids in Gaza,2023,13,data_in/articles\2023-10-13_3174.txt
2023-10-18_3017.txt,Israel-Hamas war updates: Regional tensions soar as Israel bombs Gaza,2023,6,data_in/articles\2023-10-18_3017.txt
2023-10-28_2786.txt,Israel-Hamas war updates: ‘Long and difficult’ fight as Israel pummels Gaza,2023,6,data_in/articles\2023-10-28_2786.txt
2024-01-26_1274.txt,ICJ updates: Court orders Israel to prevent acts of genocide in Gaza,2024,27,data_in/articles\2024-01-26_1274.txt
