Source,Target,Weight,id1,id2
2024-01-27_1257.txt,2024-03-31_203.txt,0.7560058810665627,1257,203
2024-01-25_1284.txt,2024-03-31_203.txt,0.7560058810665627,1284,203
2024-01-18_1360.txt,2024-03-31_203.txt,0.7560058810665627,1360,203
2024-02-27_934.txt,2024-03-31_203.txt,0.7614062025450712,934,203
2024-01-30_1226.txt,2024-03-31_203.txt,0.7614062025450712,1226,203
2024-01-11_1444.txt,2024-03-31_203.txt,0.7560058810665627,1444,203
2024-01-16_1382.txt,2024-03-31_203.txt,0.7614062025450712,1382,203
2024-03-26_254.txt,2024-03-31_203.txt,0.7614062025450712,254,203
2024-03-11_390.txt,2024-03-31_203.txt,0.6236707059635429,390,203
2024-03-18_330.txt,2024-03-31_203.txt,0.6236707059635429,330,203
2024-01-15_1394.txt,2024-03-31_203.txt,0.7027354612531476,1394,203
2024-02-22_989.txt,2024-03-31_203.txt,0.7560058810665627,989,203
2024-03-01_894.txt,2024-03-31_203.txt,0.7125582290593566,894,203
2024-02-23_977.txt,2024-03-31_203.txt,0.7579016407845429,977,203
2024-02-14_1091.txt,2024-03-31_203.txt,0.7645856235483794,1091,203
2024-01-19_1351.txt,2024-03-31_203.txt,0.7579016407845429,1351,203
2024-03-16_343.txt,2024-03-31_203.txt,0.6224239157075733,343,203
2024-02-25_957.txt,2024-03-31_203.txt,1.0,957,203
2024-01-21_1329.txt,2024-03-31_203.txt,1.0,1329,203
2024-01-29_1237.txt,2024-03-31_203.txt,0.7579016407845429,1237,203
2024-01-14_1405.txt,2024-03-31_203.txt,1.0,1405,203
2024-02-18_1049.txt,2024-03-31_203.txt,1.0,1049,203
2024-03-27_246.txt,2024-03-31_203.txt,0.7645856235483794,246,203
2024-01-22_1317.txt,2024-03-31_203.txt,0.7579016407845429,1317,203
2024-01-31_1221.txt,2024-03-31_203.txt,0.7645856235483794,1221,203
2024-01-17_1370.txt,2024-03-31_203.txt,0.7645856235483794,1370,203
2024-03-02_885.txt,2024-03-31_203.txt,0.7109820887963273,885,203
2024-01-26_1275.txt,2024-03-31_203.txt,0.714786568170286,1275,203
2024-03-09_810.txt,2024-03-31_203.txt,0.7109820887963273,810,203
2024-03-07_832.txt,2024-03-31_203.txt,0.7109820887963273,832,203
2024-03-08_819.txt,2024-03-31_203.txt,0.7125582290593566,819,203
2024-03-05_856.txt,2024-03-31_203.txt,0.7154683178217458,856,203
2024-03-06_846.txt,2024-03-31_203.txt,0.7181043541493711,846,203
2024-03-30_214.txt,2024-03-31_203.txt,0.7560058810665627,214,203
2024-02-19_1031.txt,2024-03-31_203.txt,0.7579016407845429,1031,203
2024-02-01_1211.txt,2024-03-31_203.txt,0.7082798920756835,1211,203
2024-02-03_1189.txt,2024-03-31_203.txt,0.7082798920756835,1189,203
